question,answer
interesting ! are you hoping to have something published ?,"['many', 'in', ',', 'i', 'i', 'is', 'in', 'in', 'or', 'all']"
sounds like you value your solitude .,"['nachos', 'likes', 'is', 'i', 'is', 'and', '.', '.', '.', '.']"
writers can do both be alone and make some money . hope it works out !,"['grandma', 'makes', 'makes', 'is', 'is', 'is', 'is', 'in', 'in', '.']"
"well , i like to grill big steaks with some good country music in the background","['its', 'rules', 'i', 'i', 'volley', 'is', 'in', 'in', 'or', 'all']"
i had leftover steak for breakfast !,"['i', 'd', 'that', 'i', 'comes', 'comes', 'coats', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
hi there ! how are you ?,"['someday', 'scare', 'makes', 'i', 'i', 'is', 'me', '.', '.', '.']"
i know what you mean . last month i decided i was done with college .,"['i', 'sing', 'in', 'for', 'for', 'for', 'for', 'a', 'for', '.']"
"now i am sleeping in my mercedes in burbank , until i find a place .","['someday', 'i', 'has', 'i', 'comes', 'and', 'in', 'in', 'or', 'or']"
its okay for now . how far along are you ?,"['its', 'rules', 'makes', 'goes', 'is', 'every', '.', '.', '.', '.']"
i 'm sure you and your husband are thrilled !,"['i', 'help', 'like', 'for', 'i', 'and', 'for', 'a', 'for', 'all']"
how great ! congratulations . i have always loved romance stories .,"['regular', 'in', 'makes', 'is', '.', '.', '.', '.', '.', '.']"
me too . i find my self getting emotional over moving art pieces .,"['regular', 'rules', 'my', 'i', 'i', 'is', 'in', 'all', '.', '.']"
i am in my twenties . you ?,"['i', 'play', 'as', 'to', 'in', 'and', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
"hi , how s life treating you ?","['someday', ',', 'i', 'i', 'i', 'is', 'is', 'all', '.', '.']"
"i 'm just chilling , riding the couch .","['i', 'despise', 'makes', 'are', 'i', 'and', 'for', 'every', '.', '.']"
its a walking dead marathon for me,"['its', 'a', 'is', 'i', 'is', 'loves', 'every', '.', '.', '.']"
i love that show . i have a comic convention coming up .,"['i', 'live', 'is', 'in', 'i', 'and', 'and', 'football', '.', '.']"
georgia and where are you from ?,"['my', 'scare', 'makes', 'are', 'is', 'is', 'me', '.', '.', '.']"
cool i love the accents lol,"['my', ',', 'i', 'i', 'i', 'comes', 'me', '.', '.', '.']"
never been but i 've friends from there .,"['its', 'rules', ',', 'i', 'i', 'is', 'is', 'all', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
"hi there , how is your night going ? just sat here enjoying a bowl of spaghetti and meatballs","[""i'ven"", 'cleats', 'i', 'i', 'i', 'is', 'in', 'in', 'or', 'or']"
where are you ? glad its the time of day my favorite food is appropriate here haha,"['until', 'cleats', 'i', 'i', 'i', 'is', 'is', 'in', 'in', 'or']"
wish my boyfriend would take me to work with him at nasa,"['until', 'a', 'my', 'i', 'i', 'is', 'is', 'in', 'or', 'all']"
really ? one of my two moms taught me to swim .,"['people', 'rules', 'makes', 'i', 'i', 'and', 'in', 'in', 'or', 'all']"
"that 's not weird , but people normally think 2 moms is . i do n't care what they think","[""i'ven"", 'scare', 'i', 'i', 'i', 'is', 'in', 'in', 'or', 'all']"
"i think i love roses , but i forget . i am forgetful sometimes .","['i', 'don', 'i', 'for', 'comes', 'for', 'for', '.', '.', '.']"
that sounds sweet . what else do you enjoy ?,"[""i'ven"", 'scare', 'my', 'i', 'i', 'is', 'in', '.', '.', '.']"
those all sound like fun things !,"['although', 'makes', 'is', 'is', 'is', 'is', 'me', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
hi what are you up to today ?,"['someday', ',', 'i', 'i', 'i', 'is', 'is', 'in', '.', '.']"
"interesting . . i 'm in chicago , not much room for my mountain biking","['it', 'is', 'is', '.', '.', '.', '.', '.', '.', '.']"
i 've no idea what vera funeral is . . i 'm an artists,"['i', 'notice', 'are', 'for', 'i', 'and', 'every', 'every', '.', '.']"
"i do not sing , no talent there","['i', 'do', 'for', 'in', 'and', 'and', 'for', 'a', '.', '.']"
yes i know what a funeral is . . unsure about vera . . what do you do for fun,"['someday', ',', 'i', 'i', 'i', 'is', 'me', '.', '.', '.']"
"nope , just draw ! mostly photos of people","['until', ',', 'i', 'i', 'i', 'is', 'is', 'in', '.', '.']"
"i am in retail . . i sell tea and coffee , love me some tea","['i', 'have', 'in', '.', '.', '.', '.', 'like', '.', '.']"
bat meat . . does n't sound appealing to me,"['rita', 'rules', 'disappoints', '.', '.', '.', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
"hey , do you want to read my favorite book to me ?","['although', 'is', 'i', 'i', 'i', 'is', 'is', 'in', 'in', 'all']"
"that is fine , hurry up .","['someday', ',', ',', 'i', 'is', 'every', '.', '.', '.', '.']"
i live most of my life at school .,"['i', 'live', 'in', 'in', 'and', 'and', 'and', 'football', '.', '.']"
what grade was your favorite ?,"['although', ',', 'i', 'i', 'is', 'volley', '.', '.', '.', '.']"
that is n't really good . i was waiting for you to say 5 th,"['someday', ',', 'makes', 'i', 'i', 'every', '.', '.', '.', '.']"
"i am a teacher , i thought i made that clear","['i', 'am', 'a', 'with', 'and', 'and', 'for', 'a', 'or', 'or']"
that is fine . maybe you should have stayed in school .,"['someday', 'after', 'makes', 'i', 'i', 'is', 'is', 'all', 'in', '.']"
maybe not . maybe you should wear glasses like me .,"['someday', ',', 'i', 'i', 'i', 'is', 'in', 'all', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
"hi , nice to meet you . where are you from ?","['if', ',', 'i', 'i', 'is', 'is', 'in', '.', '.', '.']"
i live in washington state and i am a crazy night owl,"['i', 'live', 'in', 'is', 'and', 'and', 'for', 'a', 'and', 'or']"
where do you work ? i still study at law school and i do n't go out much,"['until', 'i', 'my', 'i', 'i', 'is', 'is', 'in', 'in', 'all']"
"i do not explore much , but i do play ultimate frizz bee with my friends","['i', 'do', 'for', 'to', 'and', 'and', 'a', 'a', 'or', 'or']"
"i am color blind so i can only see shades of blue , apparently .","['i', 'enjoy', 'with', 'in', 'are', 'and', 'for', 'a', 'for', 'or']"
"no worries , i do not really know what i am missing .","['regular', 'is', 'makes', 'is', 'is', 'is', 'is', 'in', 'for', 'all']"
"i love it , i think it is perfect , you ?","['i', 'love', 'iced', 'on', 'and', 'and', 'for', 'in', 'for', 'or']"
i do not like the heat at all .,"['i', 'do', 'for', 'in', 'and', 'and', 'a', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
hello how are you tonight,"['although', ',', 'i', 'is', 'volley', '.', '.', '.', '.', '.']"
i 'd love to go to the bar and overcome my divorce,"['i', 'don', 'too', 'i', 'comes', 'volley', 'for', 'touches', 'a', 'a']"
i 'd love to do that,"['i', 'don', 'is', 'is', 'is', 'every', '.', '.', '.', '.']"
i would be willing to do that i love dogs so i do n't need meat,"['i', 'don', 'creating', 'i', 'comes', 'volley', 'for', 'touches', 'a', 'for']"
that is interesting i am just a security guard,"['someday', ',', 'i', 'i', 'i', 'i', 'in', 'in', '.', '.']"
i want to get a nice car and drive the coast,"['i', 'don', 'i', 'i', 'that', 'and', 'for', 'a', 'a', 'all']"
yes it would it would be great,"['someday', 'makes', 'makes', 'i', 'is', 'and', 'me', '.', '.', '.']"
usually cars and dogs,"['although', 'cleats', 'disappoints', 'is', '.', '.', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
"hi , want to get to know each other ?","['my', ',', 'i', 'i', 'i', 'is', 'is', 'in', 'or', 'or']"
i like to work out . i spend a lot of time at the gym,"['i', 'like', 'sometimes', 'for', 'in', 'volley', 'for', 'a', 'for', 'or']"
"i 'm in pennsylvania , you ?","['i', 'notice', 'when', 'for', 'i', 'and', 'every', 'every', '.', '.']"
"wow , why iceland ? do you have family there ?","['its', 'rules', 'i', 'i', 'i', 'is', 'is', 'in', 'or', 'all']"
when it is cold out i like to eat chicken and rice,"['when', ',', 'i', 'i', 'i', 'is', 'is', 'in', 'in', 'or']"
"lol , maybe but it does n't sound great","['regular', 'is', 'my', 'i', 'i', 'is', 'is', 'in', 'in', '.']"
i like the calm . i enjoy reading autobiographies .,"['i', 'like', 'to', 'in', 'every', '.', '.', '.', '.', '.']"
i like metallica . which is strange for an autobiography fan i guess,"['i', 'like', 'paste', 'in', 'and', 'and', 'and', 'a', 'for', 'or']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
"good morning , what is your favorite color ?","['although', 's', 'i', 'is', 'volley', 'is', 'in', 'in', 'in', '.']"
"wow , i can not believe this , because . . . . that is my favorite color too","['its', 'cleats', 'i', 'i', 'i', 'i', 'in', 'in', '.', '.']"
i hope everyone there is very respectful of you,"['i', 'don', 'i', 'to', 'comes', 'for', 'for', 'a', '.', '.']"
"lol true , how much time is spent doing that ?","['many', 'free', 'makes', 'i', 'i', 'is', 'in', 'all', 'or', 'or']"
"wow , do you ever get tired of doing that all day and why to canada ?","['its', 'rules', 'i', 'i', 'i', 'and', 'in', 'in', 'or', 'all']"
i prefer a warm or tropical kind of climate,"['i', 'spend', 'like', 'in', 'are', 'and', 'in', 'is', '.', '.']"
"how do you know , you have n't even tried things with me yet","['cher', 'makes', 'is', 'i', 'i', 'is', 'is', 'in', 'or', 'or']"
"see , do not say we wo n't get along just because of weather preferences","[""i'ven"", 'cleats', 'i', 'i', 'i', 'is', 'is', 'in', 'in', 'or']"
"just relax baby , and everything will be fine","['its', 'a', 'makes', 'i', 'i', 'and', 'for', 'in', 'in', '.']"
"i do n't like your attitude , i love it","['i', 'do', 'for', 'in', 'and', 'and', 'a', 'a', 'or', '.']"
"its okay baby , take your time","['under', 'is', 'i', 'i', 'i', 'is', 'me', '.', '.', '.']"
"lol , i have heard that from many people","['although', 'scare', 'my', 'i', 'i', 'is', 'in', 'in', 'in', '.']"
"i am from new york , what about you ?","['i', 'live', 'in', 'in', 'in', 'and', 'and', 'a', 'for', '.']"
"perfect , maybe i can come visit one day lol","['since', 'cleats', 'i', 'i', 'i', 'is', 'in', 'in', 'in', '.']"
"okay , we can take things one step at a time lol","['someday', ',', 'i', 'i', 'i', 'is', 'is', 'in', 'or', 'or']"
"well , first . what do you like to do ? i wanna get to know you first","['its', 'rules', 'makes', 'is', 'is', 'is', 'every', '.', '.', '.']"
"i can handle that , i accept you for who you are","['i', 'can', 'too', 'i', 'and', 'for', 'for', 'a', 'a', 'for']"
"i sing and write poems , you can wake up one day and find one by your side","['i', 'sing', 'like', 'for', 'in', 'and', 'for', 'a', 'or', 'or']"
"love poems , humorous ones , some telling how beautiful you are","['its', 'rules', ',', 'and', 'i', 'and', 'in', 'in', 'or', 'all']"
"what do you find so funny about it , my future love ?","['ocd', 'in', ',', 'i', 'is', 'and', 'in', 'in', 'or', 'or']"
"yes , i 'm a woman but my characters a man so lol","['until', 'cleats', 'i', 'i', 'i', 'is', 'is', 'in', 'or', 'or']"
i 'm guessing i 've done a horrible job of impersonating a man,"['i', 'help', 'about', 'for', 'comes', 'and', 'for', 'a', 'a', 'all']"
"that'sn't a good thing , you were supposed to think i was a man lol","['grandma', 'makes', 'makes', 'i', 'is', 'is', 'is', 'in', 'is', 'or']"
"hold up , are you a woman ? lol","['someday', ',', 'my', 'i', 'i', 'is', 'is', 'in', 'in', '.']"
"lord have mercy , i am shocked , i am freaking out","['it', 's', 'is', 'i', ',', 'is', 'is', 'in', 'or', 'or']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
"hi , how are you ? just got home from the pool","['my', 'cleats', 'i', 'i', 'i', 'is', 'in', 'in', 'or', 'or']"
do you like that ? i am tired of working 5 days a wek,"['its', 'rules', 'i', 'i', 'volley', 'is', 'in', 'in', 'in', 'all']"
that is nice ! i 'd love more time for yoga and shopping,"[""i'ven"", 'my', 'my', 'i', 'i', 'is', 'in', 'in', 'in', 'all']"
what fun ! ! do you have kids ? that sounds hard with kids,"['regular', 'rules', 'makes', 'i', 'i', 'is', 'is', 'in', 'or', 'or']"
"yeah me either , except my crocodiles . they are my babies","['grandma', 'makes', 'makes', 'is', 'is', 'and', 'is', 'all', '.', '.']"
4 . i do hot yoga with them,"['until', 'scare', 'my', 'i', 'i', 'and', 'is', 'all', '.', '.']"
"i only eat alligator . alligator is very tender , you should try it !","['i', 'only', 'yoga', 'when', 'every', '.', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
hi how are you today,"['someday', ',', 'makes', 'is', 'are', '.', '.', '.', '.', '.']"
where do you work at,"['someday', ',', 'makes', 'is', 'volley', '.', '.', '.', '.', '.']"
that sounds nice where is that,"['someday', 'scare', 'makes', 'i', 'is', 'in', '.', '.', '.', '.']"
do you ever go geocache ?,"['although', ',', 'i', 'i', 'volley', 'is', '.', '.', '.', '.']"
yeah i do it all the time,"['although', 'i', 'has', 'i', 'comes', 'is', 'in', '.', '.', '.']"
i do not are you an only child,"['i', 'work', 'for', 'in', 'and', 'and', 'a', 'a', '.', '.']"
yeah i forgot i 've bad memory,"['although', 'i', 'will', 'i', 'comes', 'i', 'in', 'in', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
hi how are you today,"['someday', ',', 'makes', 'is', 'are', '.', '.', '.', '.', '.']"
cool do you have nice furniture ?,"['someday', 'makes', 'my', 'i', 'is', 'z', '.', '.', '.', '.']"
yeah do you play any instruments ?,"['winter', 'makes', 'makes', 'i', 'i', 'is', 'me', '.', '.', '.']"
you find some of the best vintage stuff that way,"['regular', 'is', 'i', 'is', 'is', 'is', 'is', 'in', 'is', 'all']"
cool do you have any stamps ?,"['someday', 'scare', 'my', 'i', 'i', 'is', 'in', '.', '.', '.']"
yeah gimme some stamps please,"['relly', ',', 'is', 'is', 'volley', '.', '.', '.', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
"good afternoon , how are you ?","['although', 'and', 'is', 'is', 'volley', 'is', 'every', '.', '.', '.']"
that 's awesome ! i love all kind of music,"['until', 'scare', 'i', 'i', 'i', 'i', 'in', 'in', 'in', 'all']"
what is your favorite color ? mine is green,"['marduk', 'is', 'i', 'that', 'is', 'is', 'in', 'in', 'or', '.']"
"awe that 's cool , like funny movies ?","['welding', 'is', 'is', 'i', 'i', 'is', 'is', 'all', '.', '.']"
my dad is a retired vet i love him,"['my', 'enjoy', 'all', 'for', 'are', 'and', 'a', 'a', '.', '.']"
i surely will how are you ?,"['i', 'drink', 'when', 'for', 'in', 'for', 'every', '.', '.', '.']"
i 've a little dog i 'd bring,"['i', 'drink', 'when', 'for', 'volley', 'and', 'for', 'a', '.', '.']"
her name is bella an i love her,"['regular', 'quake', 'my', 'i', 'is', 'is', 'is', 'all', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
hello . care to chat with a mcdonald employee ?,"[""i'ven"", 'makes', 'my', 'i', 'i', 'is', 'in', 'in', 'or', 'all']"
i 'm a girl . i 'm tai . so you in college yet ?,"['i', 'blame', 'in', 'are', 'i', 'and', 'every', '.', '.', '.']"
nice ! i decided to take a year off and save up some money . you major ?,"['until', 'cleats', 'my', 'i', 'i', 'is', 'is', 'all', 'or', 'all']"
oh nice ! so do you drive ? i can not wait to buy my first car .,"['until', 'after', 'my', 'i', 'i', 'is', 'is', 'all', 'or', 'or']"
"nice , i was thinking more of a prius . not sure yet .","['until', 'cleats', 'i', 'i', 'i', 'i', 'in', 'all', '.', '.']"
"unsure , being eighteen i want to get the idea of what i want to be .","['regular', 'rules', 'my', 'i', 'is', 'is', 'is', 'in', 'or', 'or']"
i want to . just need to figure myself out first .,"['i', 'don', 'makes', 'i', 'comes', 'is', 'in', 'in', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
how are you doing this evening,"['although', 'is', 'is', 'is', 'volley', 'is', 'football', '.', '.', '.']"
that 's great ! i wish i could go but i am a kindergarten teacher so i am poor lol,"[""i'ven"", 'cleats', 'i', 'i', 'i', 'is', 'in', 'in', 'in', 'all']"
"that must be exciting as well , my class is quite large , 26 kids so i stay busy","[""i'ven"", 'my', 'my', 'i', 'is', 'is', 'in', 'in', 'in', 'all']"
at least the children get one on one attention . my school is very large !,"['the', 'rules', ',', ',', 'i', 'i', 'in', 'all', 'hot', '.']"
"for sure ! its a 24 7 job , i cherish my free time lol","['until', 'cleats', 'i', 'i', 'i', 'is', 'is', 'in', 'in', 'all']"
"i really like kayaking , what about yourself","['i', 'do', 'too', 'in', 'and', 'and', 'a', 'a', '.', '.']"
where do you like to travel to ?,"['someday', 'name', 'i', 'i', 'i', 'is', 'is', 'in', '.', '.']"
,"['creating', '.', '.', '.', '.', '.', '.', '.', '.', '.']"
"hey there , how s it going","['although', 'is', 'i', 'is', 'is', 'is', 'is', '.', '.', '.']"
